ID,Label,Text,Selected_Text,Selected_Text_Sentiment,Time_of_Post,User_Age,Population,Land_Size,Population_Density
18810,0,  want somebody to hold me Alma! tear tear,! tear,negative,21,39,33469203,425400,79
18811,0,...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,neutral,6,52,307145,12200,25
18812,0,Brake time!! Nothing for lunch. Tonite.,Brake time!! Nothing for lunch. Tonite.,neutral,15,62,28435940,882050,32
18813,0, Its over for them,Its over for them,neutral,20,93,97338579,310070,314
18814,0,I dont like things getting confused. Seems to be happening alot lately,confused.,negative,10,16,29825964,527970,56
18815,0," Livin` large, huh? I`ve got the same hammock...no tree to hang it from",I`ve got the same hammock...no tree to hang it from,neutral,12,28,18383955,743390,25
18816,0,Spring cleaning episode 2....do I really have to,Spring cleaning episode 2....do I really have to,neutral,18,34,14862924,386850,38
18817,0,waiting for someone`s SMS. it`s been weeks and nearly a month  :?,waiting for someone`s SMS. it`s been weeks and nearly a month  :?,neutral,6,47,38928346,652860,60
18818,1,happy mothers day to all..,happy,positive,16,64,2877797,27400,105
18819,0,  I got it in math and ss only,I got it in math and ss only,neutral,21,76,43851044,2381740,18
18820,1," Ooooh, that`s very pretty Jen! I`m sure she`ll love it!",I`m sure she`ll love it!,positive,10,17,77265,470,164
18821,0,) hello,) hello,neutral,15,21,32866272,1246700,26
18822,0, I can`t be mean without you.,I can`t be mean without you.,negative,18,41,97929,440,223
18823,0,So tired. Work today.,tired.,negative,6,60,45195774,2736690,17
18824,0,just had KFC,just had KFC,neutral,12,60,2963243,28470,104
18825,0, Three-quarters through I believe. Will not finish tonight.  I blame errands and a certain loud at a bookstore.,Three-quarters through I believe. Will not finish tonight.  I blame errands and a certain loud at a bookstore.,neutral,19,75,25499884,7682300,3
18826,0,bored. tired got headache,tired,negative,6,10,9006398,82400,109
18827,0,finishing washing dishes,finishing washing dishes,neutral,16,23,10139177,82658,123
18828,1,", , , , i hope you all have a happy mothers day!",happy,positive,22,39,393244,10010,39
18829,1,"So much to do this summer, hopefully all comes in favor and nothing has to be cancelled  worked hard for it...",hopefully all comes in favor,positive,9,49,1701575,760,2239
18830,1,"in the words of liana corber: Moreover, WIAIH was a humbling experience... i surprisingly had a decent night",decent,positive,14,61,164689383,130170,1265
18831,1," let me guess ... ran a few miles?  Respect dude, I can`t do it.  Maybe you should train me",Respect,positive,18,100,287375,430,668
18832,0,Okay people my fones charged,Okay people my fones charged,neutral,11,15,9449323,202910,47
18833,1,"http://bit.ly/6Jo0v  HOW GENIUS!! He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men","He looks  good in bret, LOV HIM WHY cancelled concert in france i was ready men",positive,16,28,11589623,30280,383
18834,0, Evening  Yorkshire`s warm but overcast. How`s NZ? Don`t tell me - dark lol,Evening  Yorkshire`s warm but overcast. How`s NZ? Don`t tell me - dark lol,neutral,23,32,397628,22810,17
18835,0,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,is going to see the Hannah Montana movie!!...lol...what a dork huh?!,neutral,7,51,12123200,112760,108
18836,1," I haven`t heard anything negative yet. As a former manager used to tell me: If they`re quiet, be happy",happy,positive,15,66,771608,38100,20
18837,1, I`m gonna havta temp stop fllwing u while ur talkin abt kobe bc I loveeeeeeee him & I`m taking it personal and I like lebron 2.,loveeeeeeee,positive,23,82,11673021,1083300,11
18838,1,Star Trek.. Did not disappoint!  5 star!!,Did not disappoint!  5 star!!,positive,7,11,3280819,51000,64
18839,1, Thanks for sympathy. It wasn`t too bad until about an hour ago when I started thinking of the appointment tomorrow.,Thanks,positive,17,29,2351627,566730,4
18840,1, I know! D: I finally got my component cables for the PS2 in the other day and instead of playing P3:FES I played OoT.,finally got,positive,22,39,212559417,8358140,25
18841,1, Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!,Good,positive,11,56,437479,5270,83
18842,1,"colds nearly gone, yayness!! greys anatomy on tonight . . . . . .double yay!",double yay!,positive,16,62,6948445,108560,64
18843,0,I was the blue  lol http://twitpic.com/67zgz,I was the blue  lol http://twitpic.com/67zgz,neutral,20,90,20903273,273600,76
18844,1,wondering what on earth is this new tools for,wondering,positive,6,14,11890784,25680,463
18845,0,"Wah, my fav whattaburger location is closing on the 31st. ****. Good thing I`m moving.  ****  Mon/fri won`t be the same","Wah, my fav whattaburger location is closing on the 31st. ****. Good thing I`m moving.  ****  Mon/fri won`t be the same",neutral,14,30,26378274,318000,83
18846,0, silly wendy. You know I don`t speak French  just a few more hours to study before this ride begins!,silly wendy. You know I don`t speak French  just a few more hours to study before this ride begins!,neutral,19,41,555987,4030,138
18847,1,Happy Mother`s Day to all of the mothers and mothers-to-be  My mom is getting a special gift from me today,Happy Mother`s Day,positive,6,51,16718965,176520,95
18848,1,Rose City Sirens were uber cool last night!  Wish I could have stayed longer,uber cool,positive,12,68,26545863,472710,56
18849,0,is starving & has a chem quiz due at noon,starving,negative,21,87,37742154,9093510,4
18850,0, A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down,A hungry fool. Ill probably never see that Krispy Kreme again. Had to enjoy it. They closing down,neutral,11,11,4829767,622980,8
18851,1,"dad wants the computer, so I`d best be off  taking my lapity-topity to a mac specialist tomorrow, hopefully they make teh owwie go awayz",best,positive,13,29,16425864,1259200,13
18852,0,weebo is dying,dying,negative,20,31,19116201,743532,26
18853,0,Getting ready to go to #Brighton to find myself a new suit from #GreshamBlake - Sunday = me time,Getting ready to go to #Brighton to find myself a new suit from #GreshamBlake - Sunday = me time,neutral,6,57,1439323776,9388211,153
18854,0,this chipotle line is out the door! but I really want it!!,this chipotle line is out the door! but I really want it!!,neutral,13,60,50882891,1109500,46
18855,1,Great cover  ? http://blip.fm/~5jq9o,Great cover,positive,20,100,869601,1861,467
18856,0, can u follow me please,can u follow me please,neutral,9,13,5518087,342000,16
18857,0," I`m sure the Mrs. will follow when she gets comfortable on the new computer, may be a while  #hhrs","I`m sure the Mrs. will follow when she gets comfortable on the new computer, may be a while  #hhrs",neutral,17,24,5094118,51060,100
18858,0,Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x,Hmm... I should go make a time machine to go forward to 12:00 God im genius.. Oh yeh i dont no how too...  x,neutral,20,34,4105267,55960,73
18859,0," lol, I`ve just realised that i`ve been sending messages that were meant to be to you, to a page that doesn`t exist","lol, I`ve just realised that i`ve been sending messages that were meant to be to you, to a page that doesn`t exist",neutral,6,54,11326616,106440,106
18860,0, I`m on my way...!,I`m on my way...!,neutral,12,68,1207359,9240,131
18861,0, It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. ****,blatently,negative,20,85,10708981,77240,139
18862,0,.  Will have to try.  Our Pei Wei closed so I can`t try there.,Will have to try.  Our Pei Wei closed so I can`t try there.,neutral,7,20,89561403,2267050,40
18863,1,i likee you  a lott lott .  think you really hot hot (8) good night,likee you,positive,12,27,5792202,42430,137
18864,0," made me want taco bell, **** you sara! oh well now i`m going to go change into my jammies now.","made me want taco bell, **** you sara! oh well now i`m going to go change into my jammies now.",neutral,23,42,988000,23180,43
18865,0, I don`t think I`ll ever have one of those again,I don`t think I`ll ever have one of those again,neutral,7,54,71986,750,96
18866,0,#BGT  Piers shouldn`t have buzzed when the little girls were singing,s shouldn`t have buzzed,negative,15,61,10847910,48300,225
18867,0,Sigh only 1 problem though i need to call Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads,Stooopid LIME aka Cable and Wireless and have them reconnect my interent 2 day without net  sads,negative,20,95,17643054,248360,71
18868,0,Rejecting all food substances.,Rejecting,negative,7,10,102334404,995450,103
18869,0,Decided that no matter how good my hair looks curly it doesn`t justify the burn I get from the curler! My hands covered  I suck at it!,Decided that no matter how good my hair looks curly it doesn`t justify the burn I get from the curler! My hands covered  I suck at it!,neutral,17,23,6486205,20720,313
18870,1,May the 4th be with you! Happy Star Wars Day twirps!  ROFL,Happy Star Wars Day,positive,19,45,1402985,28050,50
18871,1, we can`t wait to see you too! pls come back to iowa it isn`t the same at the theatre,we can`t wait to see you,positive,10,56,3546421,101000,35
18872,0, Hey! Polka dots or black dress. Both very glam. Mobile twitter`s a bit **** at the mo.,Hey! Polka dots or black dress. Both very glam. Mobile twitter`s a bit **** at the mo.,neutral,17,65,1326535,42390,31
18873,0,I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel,I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel,neutral,23,87,1160164,17200,67
18874,1,HAPPY MOTHER`S DAYYY!,HAPPY MOTHER`S DAYYY!,positive,6,17,114963588,1000000,115
18875,0, what? whyyyy?,what? whyyyy?,neutral,14,22,896445,18270,49
18876,0," super but I caught a cold on the plane.  not as far forward in line as I`d like, but the extra sleep was dearly needed.","super but I caught a cold on the plane.  not as far forward in line as I`d like, but the extra sleep was dearly needed.",neutral,21,37,5540720,304000,18
18877,0,on the phone w. Chantellie ! <3,on the phone w. Chantellie ! <3,neutral,8,53,65273511,547557,119
18878,1,_Diva_Dee26 teehee Im glad to entertain ye,Im glad to entertain ye,positive,15,63,2225734,257670,9
18879,1,is going to work an amazing charity event for big brothers big sisters. i don`t mind working if its for a good cause,amazing,positive,22,86,2416668,10120,239
18880,0,"Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via )","Har Har, #swineflu is everywhere: http://twitpic.com/4jb4o  (via )",neutral,6,19,3989167,69490,57
18881,0,time to get to work. i`m already starting the day off bad. missed the UP screening  this morning at the el capitan,the day off bad. missed the UP screening  this morning at the el capitan,negative,16,29,83783942,348560,240
18882,0, I think is The parent trap & High school musical!!,I think is The parent trap & High school musical!!,neutral,19,39,31072940,227540,137
18883,1,just woke up...feelin a lil better  <3,better,positive,6,53,10423054,128900,81
18884,1,  thanks!,thanks,positive,12,64,112523,340,331
18885,0,Starting to spoil my pug since her brother Max passed away on Tuesday. We miss him.,We miss him.,negative,21,92,17915568,107160,167
18886,0,"_0407 all over the place it was  boo, dual voice challenge was too challenging","_0407 all over the place it was  boo, dual voice challenge was too challenging",neutral,10,10,13132795,246000,53
18887,0, prolly E71... I can`t think of anything else and I`m unfortunately not a Singtel customer,unfortunately,negative,17,27,1968001,28120,70
18888,0,My Chemical Romance Official Sodahead Profile  http://www.sodahead.com/mychemicalromance/,My Chemical Romance Official Sodahead Profile  http://www.sodahead.com/mychemicalromance/,neutral,18,39,786552,196850,4
18889,0,miss 16`th,miss 16`th,neutral,9,48,11402528,27560,414
18890,1,"Wow, such a crazy night of ever changing emotions! I liked it tho",I liked it tho,positive,16,64,801,0,2003
18891,0,Morning...I woke up to watch  on the Today show. You rocked it girl. Wish I could have been there. So close but so far away,Morning...I woke up to watch  on the Today show. You rocked it girl. Wish I could have been there. So close but so far away,neutral,20,84,9904607,111890,89
18892,0,which was so UNLIKE the POs in oakland. they hated me,they hated me,negative,6,18,9660351,90530,107
